epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_macro_f1,validation_mAP
0,,,1.2694575187600687,0.6271604938271605,0.626359942448109,0.6812995551150478
1,0.5575601706429133,0.7586309523809524,1.3731898942111451,0.634104938271605,0.6330886807920989,0.6893472657240252
2,0.19463564154332277,0.8594246031746032,1.5810979984424733,0.6294753086419753,0.6263509640959909,0.6836207299136794
3,-0.008563680599921596,0.9164021164021164,1.8629606035020616,0.6219135802469136,0.6189305465462017,0.6677262606791898
4,-0.16754055272334467,0.9666666666666667,1.9830462198198577,0.6236111111111111,0.6201469975744005,0.6702243977681307
5,-0.21666113017570404,0.9817460317460317,2.164617927574817,0.620679012345679,0.6182440486813493,0.6634669835432909
