snr_db,samples,si_sdr,mixture_si_sdr,si_sdr_improvement
-5,1080,8.951904296875,4.975853443145752,3.9760501384735107
0,1080,6.902932167053223,-0.011167597025632858,6.914100170135498
5,1080,5.026080131530762,-5.017169952392578,10.043249130249023
10,1080,2.8260109424591064,-10.014276504516602,12.840289115905762
15,1080,0.24953149259090424,-15.067689895629883,15.317219734191895
20,1080,-2.0942516326904297,-20.047775268554688,17.953523635864258
