epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_macro_f1
0,,,1.4827294411482634,0.6152777777777778,0.6145067052180799
1,0.8763502331007095,0.7566137566137566,1.2700990735012807,0.6802469135802469,0.6804687255493884
2,0.4123092940165883,0.8902116402116402,1.3800878730085162,0.6770061728395061,0.6753066549137368
3,0.1794135849233027,0.9560846560846561,1.5677039052969144,0.6691358024691358,0.6672937466857822
4,0.06234434837938616,0.9890873015873016,1.6540558048236518,0.6682098765432098,0.6677955877225613
5,0.030058209412785433,0.9968584656084656,1.750622910997014,0.6665123456790123,0.6648406994092055
6,0.013941508153128246,0.999537037037037,1.7954262992482126,0.6671296296296296,0.6655792782896798
7,0.009272679312046242,0.9999669312169313,1.8586481478479173,0.666820987654321,0.6654729083587604
8,0.0062598710455907085,1.0,1.88683023787575,0.6671296296296296,0.6656194688680992
